Row ID	Order ID	Order Date	Ship Date	Ship Mode	Customer ID	Customer Name	Segment	Country/Region	City	State	Postal Code	Region	Product ID	Category	Sub-Category	Product Name	Sales	Quantity	Discount	Profit	Cost Price (NOT unit price)
105	US-2018-156867	11/13/2018	11/17/2018	Standard Class	LC-16870	Lena Cacioppo	Consumer	United States	Aurora	Colorado	80013	West	FUR-FU-10004006	Furniture	Furnishings	"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"	102.36	3	0.2	-3.8385	106.1985
106	US-2018-156867	11/13/2018	11/17/2018	Standard Class	LC-16870	Lena Cacioppo	Consumer	United States	Aurora	Colorado	80013	West	OFF-BI-10002794	Office Supplies	Binders	"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"	36.882	3	0.7	-25.8174	62.6994
107	CA-2020-119004	11/23/2020	11/28/2020	Standard Class	JM-15250	Janet Martin	Consumer	United States	Charlotte	North Carolina	28205	South	TEC-AC-10003499	Technology	Accessories	Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive	74.112	8	0.2	17.6016	56.5104
108	CA-2020-119004	11/23/2020	11/28/2020	Standard Class	JM-15250	Janet Martin	Consumer	United States	Charlotte	North Carolina	28205	South	TEC-PH-10002844	Technology	Phones	Speck Products Candyshell Flip Case	27.992	1	0.2	2.0994	25.8926
109	CA-2020-119004	11/23/2020	11/28/2020	Standard Class	JM-15250	Janet Martin	Consumer	United States	Charlotte	North Carolina	28205	South	OFF-AR-10000390	Office Supplies	Art	Newell Chalk Holder	3.304	1	0.2	1.0738	2.2302
110	CA-2018-129476	10/15/2018	10/20/2018	Standard Class	PA-19060	Pete Armstrong	Home Office	United States	Orland Park	Illinois	60462	Central	TEC-AC-10000844	Technology	Accessories	Logitech Gaming G510s - Keyboard	339.96	5	0.2	67.992	271.968
111	CA-2020-146780	12/25/2020	12/30/2020	Standard Class	CV-12805	Cynthia Voltz	Corporate	United States	New York City	New York	10035	East	FUR-FU-10001934	Furniture	Furnishings	Magnifier Swing Arm Lamp	41.96	2	0	10.9096	31.0504
112	CA-2019-128867	11/3/2019	11/10/2019	Standard Class	CL-12565	Clay Ludtke	Consumer	United States	Urbandale	Iowa	50322	Central	OFF-AR-10000380	Office Supplies	Art	"Hunt PowerHouse Electric Pencil Sharpener, Blue"	75.96	2	0	22.788	53.172
113	CA-2019-128867	11/3/2019	11/10/2019	Standard Class	CL-12565	Clay Ludtke	Consumer	United States	Urbandale	Iowa	50322	Central	OFF-BI-10003981	Office Supplies	Binders	"Avery Durable Plastic 1"" Binders"	27.24	6	0	13.3476	13.8924
114	CA-2017-115259	8/25/2017	8/27/2017	Second Class	RC-19960	Ryan Crowe	Consumer	United States	Columbus	Ohio	43229	East	OFF-FA-10000621	Office Supplies	Fasteners	"OIC Colored Binder Clips, Assorted Sizes"	40.096	14	0.2	14.5348	25.5612
115	CA-2017-115259	8/25/2017	8/27/2017	Second Class	RC-19960	Ryan Crowe	Consumer	United States	Columbus	Ohio	43229	East	OFF-EN-10002600	Office Supplies	Envelopes	"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"	4.72	2	0.2	1.652	3.068
116	CA-2017-115259	8/25/2017	8/27/2017	Second Class	RC-19960	Ryan Crowe	Consumer	United States	Columbus	Ohio	43229	East	OFF-PA-10004965	Office Supplies	Paper	Xerox 1921	23.976	3	0.2	7.4925	16.4835
117	CA-2017-115259	8/25/2017	8/27/2017	Second Class	RC-19960	Ryan Crowe	Consumer	United States	Columbus	Ohio	43229	East	OFF-EN-10002504	Office Supplies	Envelopes	"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"	130.464	6	0.2	44.0316	86.4324
118	CA-2018-110457	3/2/2018	3/6/2018	Standard Class	DK-13090	Dave Kipp	Consumer	United States	Seattle	Washington	98103	West	FUR-TA-10001768	Furniture	Tables	Hon Racetrack Conference Tables	787.53	3	0	165.3813	622.1487
119	US-2018-136476	4/5/2018	4/10/2018	Standard Class	GG-14650	Greg Guthrie	Corporate	United States	Bristol	Tennessee	37620	South	OFF-BI-10003650	Office Supplies	Binders	GBC DocuBind 300 Electric Binding Machine	157.794	1	0.7	-115.7156	273.5096
120	CA-2019-103730	6/12/2019	6/15/2019	First Class	SC-20725	Steven Cartwright	Consumer	United States	Wilmington	Delaware	19805	East	FUR-FU-10002157	Furniture	Furnishings	Artistic Insta-Plaque	47.04	3	0	18.3456	28.6944
121	CA-2019-103730	6/12/2019	6/15/2019	First Class	SC-20725	Steven Cartwright	Consumer	United States	Wilmington	Delaware	19805	East	OFF-BI-10003910	Office Supplies	Binders	DXL Angle-View Binders with Locking Rings by Samsill	30.84	4	0	13.878	16.962
122	CA-2019-103730	6/12/2019	6/15/2019	First Class	SC-20725	Steven Cartwright	Consumer	United States	Wilmington	Delaware	19805	East	OFF-ST-10000777	Office Supplies	Storage	"Companion Letter/Legal File, Black"	226.56	6	0	63.4368	163.1232
123	CA-2019-103730	6/12/2019	6/15/2019	First Class	SC-20725	Steven Cartwright	Consumer	United States	Wilmington	Delaware	19805	East	OFF-EN-10002500	Office Supplies	Envelopes	Globe Weis Peel & Seel First Class Envelopes	115.02	9	0	51.759	63.261
124	CA-2019-103730	6/12/2019	6/15/2019	First Class	SC-20725	Steven Cartwright	Consumer	United States	Wilmington	Delaware	19805	East	TEC-PH-10003875	Technology	Phones	KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7	68.04	7	0	19.7316	48.3084
125	US-2017-152030	12/26/2017	12/28/2017	Second Class	AD-10180	Alan Dominguez	Home Office	United States	Houston	Texas	77041	Central	FUR-CH-10004063	Furniture	Chairs	Global Deluxe High-Back Manager's Chair	600.558	3	0.3	-8.5794	609.1374
126	US-2017-134614	9/20/2017	9/25/2017	Standard Class	PF-19165	Philip Fox	Consumer	United States	Bloomington	Illinois	61701	Central	FUR-TA-10004534	Furniture	Tables	Bevis 44 x 96 Conference Tables	617.7	6	0.5	-407.682	1025.382
127	US-2020-107272	11/5/2020	11/12/2020	Standard Class	TS-21610	Troy Staebel	Consumer	United States	Phoenix	Arizona	85023	West	OFF-BI-10003274	Office Supplies	Binders	"Avery Durable Slant Ring Binders, No Labels"	2.388	2	0.7	-1.8308	4.2188
128	US-2020-107272	11/5/2020	11/12/2020	Standard Class	TS-21610	Troy Staebel	Consumer	United States	Phoenix	Arizona	85023	West	OFF-ST-10002974	Office Supplies	Storage	"Trav-L-File Heavy-Duty Shuttle II, Black"	243.992	7	0.2	30.499	213.493
129	US-2019-125969	11/6/2019	11/10/2019	Second Class	LS-16975	Lindsay Shagiari	Home Office	United States	Los Angeles	California	90004	West	FUR-CH-10001146	Furniture	Chairs	"Global Task Chair, Black"	81.424	2	0.2	-9.1602	90.5842
130	US-2019-125969	11/6/2019	11/10/2019	Second Class	LS-16975	Lindsay Shagiari	Home Office	United States	Los Angeles	California	90004	West	FUR-FU-10003773	Furniture	Furnishings	Eldon Cleatmat Plus Chair Mats for High Pile Carpets	238.56	3	0	26.2416	212.3184
131	US-2020-164147	2/2/2020	2/5/2020	First Class	DW-13585	Dorothy Wardle	Corporate	United States	Columbus	Ohio	43229	East	TEC-PH-10002293	Technology	Phones	Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5	59.97	5	0.4	-11.994	71.964
132	US-2020-164147	2/2/2020	2/5/2020	First Class	DW-13585	Dorothy Wardle	Corporate	United States	Columbus	Ohio	43229	East	OFF-PA-10002377	Office Supplies	Paper	Xerox 1916	78.304	2	0.2	29.364	48.94
133	US-2020-164147	2/2/2020	2/5/2020	First Class	DW-13585	Dorothy Wardle	Corporate	United States	Columbus	Ohio	43229	East	OFF-FA-10002780	Office Supplies	Fasteners	Staples	21.456	9	0.2	6.9732	14.4828
134	CA-2019-145583	10/13/2019	10/19/2019	Standard Class	LC-16885	Lena Creighton	Consumer	United States	Roseville	California	95661	West	OFF-PA-10001804	Office Supplies	Paper	Xerox 195	20.04	3	0	9.6192	10.4208
135	CA-2019-145583	10/13/2019	10/19/2019	Standard Class	LC-16885	Lena Creighton	Consumer	United States	Roseville	California	95661	West	OFF-PA-10001736	Office Supplies	Paper	Xerox 1880	35.44	1	0	16.6568	18.7832
136	CA-2019-145583	10/13/2019	10/19/2019	Standard Class	LC-16885	Lena Creighton	Consumer	United States	Roseville	California	95661	West	OFF-AR-10001149	Office Supplies	Art	"Sanford Colorific Colored Pencils, 12/Box"	11.52	4	0	3.456	8.064
137	CA-2019-145583	10/13/2019	10/19/2019	Standard Class	LC-16885	Lena Creighton	Consumer	United States	Roseville	California	95661	West	OFF-FA-10002988	Office Supplies	Fasteners	Ideal Clamps	4.02	2	0	1.9698	2.0502
138	CA-2019-145583	10/13/2019	10/19/2019	Standard Class	LC-16885	Lena Creighton	Consumer	United States	Roseville	California	95661	West	OFF-BI-10004781	Office Supplies	Binders	GBC Wire Binding Strips	76.176	3	0.2	26.6616	49.5144
139	CA-2019-145583	10/13/2019	10/19/2019	Standard Class	LC-16885	Lena Creighton	Consumer	United States	Roseville	California	95661	West	OFF-SU-10001218	Office Supplies	Supplies	Fiskars Softgrip Scissors	65.88	6	0	18.4464	47.4336
140	CA-2019-145583	10/13/2019	10/19/2019	Standard Class	LC-16885	Lena Creighton	Consumer	United States	Roseville	California	95661	West	FUR-FU-10001706	Furniture	Furnishings	Longer-Life Soft White Bulbs	43.12	14	0	20.6976	22.4224
141	CA-2019-110366	9/5/2019	9/7/2019	Second Class	JD-15895	Jonathan Doherty	Corporate	United States	Philadelphia	Pennsylvania	19140	East	FUR-FU-10004848	Furniture	Furnishings	"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"	82.8	2	0.2	10.35	72.45
142	CA-2020-106180	9/18/2020	9/23/2020	Standard Class	SH-19975	Sally Hughsby	Corporate	United States	San Francisco	California	94122	West	OFF-AR-10000940	Office Supplies	Art	Newell 343	8.82	3	0	2.3814	6.4386
143	CA-2020-106180	9/18/2020	9/23/2020	Standard Class	SH-19975	Sally Hughsby	Corporate	United States	San Francisco	California	94122	West	OFF-EN-10004030	Office Supplies	Envelopes	Convenience Packs of Business Envelopes	10.86	3	0	5.1042	5.7558
144	CA-2020-106180	9/18/2020	9/23/2020	Standard Class	SH-19975	Sally Hughsby	Corporate	United States	San Francisco	California	94122	West	OFF-PA-10004327	Office Supplies	Paper	Xerox 1911	143.7	3	0	68.976	74.724
145	CA-2020-155376	12/22/2020	12/27/2020	Standard Class	SG-20080	Sandra Glassco	Consumer	United States	Independence	Missouri	64055	Central	OFF-AP-10001058	Office Supplies	Appliances	Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators	839.43	3	0	218.2518	621.1782
146	CA-2018-110744	9/7/2018	9/12/2018	Standard Class	HA-14920	Helen Andreada	Consumer	United States	Pasadena	California	91104	West	OFF-ST-10003656	Office Supplies	Storage	Safco Industrial Wire Shelving	671.93	7	0	20.1579	651.7721
147	CA-2017-110072	10/22/2017	10/28/2017	Standard Class	MG-17680	Maureen Gastineau	Home Office	United States	Newark	Ohio	43055	East	FUR-FU-10000521	Furniture	Furnishings	"Seth Thomas 14"" Putty-Colored Wall Clock"	93.888	4	0.2	12.9096	80.9784
148	CA-2019-114489	12/5/2019	12/9/2019	Standard Class	JE-16165	Justin Ellison	Corporate	United States	Franklin	Wisconsin	53132	Central	TEC-PH-10000215	Technology	Phones	Plantronics Cordless Phone Headset with In-line Volume - M214C	384.45	11	0	103.8015	280.6485
149	CA-2019-114489	12/5/2019	12/9/2019	Standard Class	JE-16165	Justin Ellison	Corporate	United States	Franklin	Wisconsin	53132	Central	TEC-PH-10001448	Technology	Phones	Anker Astro 15000mAh USB Portable Charger	149.97	3	0	5.9988	143.9712
150	CA-2019-114489	12/5/2019	12/9/2019	Standard Class	JE-16165	Justin Ellison	Corporate	United States	Franklin	Wisconsin	53132	Central	FUR-CH-10000454	Furniture	Chairs	"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"	1951.84	8	0	585.552	1366.288
151	CA-2019-114489	12/5/2019	12/9/2019	Standard Class	JE-16165	Justin Ellison	Corporate	United States	Franklin	Wisconsin	53132	Central	OFF-BI-10002735	Office Supplies	Binders	GBC Prestige Therm-A-Bind Covers	171.55	5	0	80.6285	90.9215
152	CA-2019-158834	3/13/2019	3/16/2019	First Class	TW-21025	Tamara Willingham	Home Office	United States	Scottsdale	Arizona	85254	West	OFF-AP-10000326	Office Supplies	Appliances	Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection	157.92	5	0.2	17.766	140.154
153	CA-2019-158834	3/13/2019	3/16/2019	First Class	TW-21025	Tamara Willingham	Home Office	United States	Scottsdale	Arizona	85254	West	TEC-PH-10001254	Technology	Phones	Jabra BIZ 2300 Duo QD Duo Corded Headset	203.184	2	0.2	15.2388	187.9452
154	CA-2018-124919	5/31/2018	6/2/2018	First Class	SP-20650	Stephanie Phelps	Corporate	United States	San Jose	California	95123	West	OFF-PA-10001950	Office Supplies	Paper	Southworth 25% Cotton Antique Laid Paper & Envelopes	58.38	7	0	26.271	32.109
155	CA-2018-124919	5/31/2018	6/2/2018	First Class	SP-20650	Stephanie Phelps	Corporate	United States	San Jose	California	95123	West	OFF-PA-10002254	Office Supplies	Paper	Xerox 1883	105.52	4	0	48.5392	56.9808
156	CA-2018-124919	5/31/2018	6/2/2018	First Class	SP-20650	Stephanie Phelps	Corporate	United States	San Jose	California	95123	West	OFF-ST-10001590	Office Supplies	Storage	"Tenex Personal Project File with Scoop Front Design, Black"	80.88	6	0	21.0288	59.8512
157	CA-2018-118948	5/28/2018	6/3/2018	Standard Class	NK-18490	Neil Knudson	Home Office	United States	Seattle	Washington	98105	West	OFF-AR-10001547	Office Supplies	Art	Newell 311	6.63	3	0	1.7901	4.8399
158	CA-2017-104269	3/1/2017	3/6/2017	Second Class	DB-13060	Dave Brooks	Consumer	United States	Seattle	Washington	98115	West	FUR-CH-10004063	Furniture	Chairs	Global Deluxe High-Back Manager's Chair	457.568	2	0.2	51.4764	406.0916
159	CA-2019-114104	11/20/2019	11/24/2019	Standard Class	NP-18670	Nora Paige	Consumer	United States	Edmond	Oklahoma	73034	Central	OFF-LA-10002475	Office Supplies	Labels	Avery 519	14.62	2	0	6.8714	7.7486
160	CA-2019-114104	11/20/2019	11/24/2019	Standard Class	NP-18670	Nora Paige	Consumer	United States	Edmond	Oklahoma	73034	Central	TEC-PH-10004536	Technology	Phones	Avaya 5420 Digital phone	944.93	7	0	236.2325	708.6975
161	CA-2019-162733	5/11/2019	5/12/2019	First Class	TT-21070	Ted Trevino	Consumer	United States	Los Angeles	California	90045	West	OFF-PA-10002751	Office Supplies	Paper	Xerox 1920	5.98	1	0	2.691	3.289
162	CA-2018-119697	12/28/2018	12/31/2018	Second Class	EM-13960	Eric Murdock	Consumer	United States	Philadelphia	Pennsylvania	19134	East	TEC-AC-10003657	Technology	Accessories	Lenovo 17-Key USB Numeric Keypad	54.384	2	0.2	1.3596	53.0244
163	CA-2019-154508	11/16/2019	11/20/2019	Standard Class	RD-19900	Ruben Dartt	Consumer	United States	Carlsbad	New Mexico	88220	West	OFF-EN-10001990	Office Supplies	Envelopes	Staple envelope	28.4	5	0	13.348	15.052
164	CA-2019-113817	11/7/2019	11/11/2019	Standard Class	MJ-17740	Max Jones	Consumer	United States	Seattle	Washington	98115	West	OFF-BI-10004002	Office Supplies	Binders	Wilson Jones International Size A4 Ring Binders	27.68	2	0.2	9.688	17.992
165	CA-2017-139892	9/8/2017	9/12/2017	Standard Class	BM-11140	Becky Martin	Consumer	United States	San Antonio	Texas	78207	Central	OFF-AR-10004441	Office Supplies	Art	BIC Brite Liner Highlighters	9.936	3	0.2	2.7324	7.2036
166	CA-2017-139892	9/8/2017	9/12/2017	Standard Class	BM-11140	Becky Martin	Consumer	United States	San Antonio	Texas	78207	Central	TEC-MA-10000822	Technology	Machines	Lexmark MX611dhe Monochrome Laser Printer	8159.952	8	0.4	-1359.992	9519.944
167	CA-2017-139892	9/8/2017	9/12/2017	Standard Class	BM-11140	Becky Martin	Consumer	United States	San Antonio	Texas	78207	Central	OFF-ST-10000991	Office Supplies	Storage	Space Solutions HD Industrial Steel Shelving.	275.928	3	0.2	-58.6347	334.5627
168	CA-2017-139892	9/8/2017	9/12/2017	Standard Class	BM-11140	Becky Martin	Consumer	United States	San Antonio	Texas	78207	Central	FUR-CH-10004287	Furniture	Chairs	SAFCO Arco Folding Chair	1740.06	9	0.3	-24.858	1764.918
169	CA-2017-139892	9/8/2017	9/12/2017	Standard Class	BM-11140	Becky Martin	Consumer	United States	San Antonio	Texas	78207	Central	OFF-AR-10002656	Office Supplies	Art	Sanford Liquid Accent Highlighters	32.064	6	0.2	6.8136	25.2504
170	CA-2017-139892	9/8/2017	9/12/2017	Standard Class	BM-11140	Becky Martin	Consumer	United States	San Antonio	Texas	78207	Central	OFF-AP-10002518	Office Supplies	Appliances	Kensington 7 Outlet MasterPiece Power Center	177.98	5	0.8	-453.849	631.829
171	CA-2017-139892	9/8/2017	9/12/2017	Standard Class	BM-11140	Becky Martin	Consumer	United States	San Antonio	Texas	78207	Central	TEC-PH-10003931	Technology	Phones	JBL Micro Wireless Portable Bluetooth Speaker	143.976	3	0.2	8.9985	134.9775
172	CA-2017-118962	8/5/2017	8/9/2017	Standard Class	CS-12130	Chad Sievert	Consumer	United States	Los Angeles	California	90004	West	OFF-PA-10000659	Office Supplies	Paper	"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”"	20.94	3	0	9.8418	11.0982
173	CA-2017-118962	8/5/2017	8/9/2017	Standard Class	CS-12130	Chad Sievert	Consumer	United States	Los Angeles	California	90004	West	OFF-PA-10001144	Office Supplies	Paper	Xerox 1913	110.96	2	0	53.2608	57.6992
174	CA-2017-118962	8/5/2017	8/9/2017	Standard Class	CS-12130	Chad Sievert	Consumer	United States	Los Angeles	California	90004	West	FUR-CH-10003817	Furniture	Chairs	"Global Value Steno Chair, Gray"	340.144	7	0.2	21.259	318.885
175	US-2017-100853	9/14/2017	9/19/2017	Standard Class	JB-15400	Jennifer Braxton	Corporate	United States	Chicago	Illinois	60623	Central	OFF-AP-10000891	Office Supplies	Appliances	Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center	52.448	2	0.8	-131.12	183.568
176	US-2017-100853	9/14/2017	9/19/2017	Standard Class	JB-15400	Jennifer Braxton	Corporate	United States	Chicago	Illinois	60623	Central	OFF-LA-10003148	Office Supplies	Labels	Avery 51	20.16	4	0.2	6.552	13.608
177	US-2020-152366	4/21/2020	4/25/2020	Second Class	SJ-20500	Shirley Jackson	Consumer	United States	Houston	Texas	77036	Central	OFF-AP-10002684	Office Supplies	Appliances	"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"	97.264	4	0.8	-243.16	340.424
178	US-2018-101511	11/21/2018	11/23/2018	Second Class	JE-15745	Joel Eaton	Consumer	United States	Newark	Ohio	43055	East	FUR-CH-10004698	Furniture	Chairs	"Padded Folding Chairs, Black, 4/Carton"	396.802	7	0.3	-11.3372	408.1392
179	US-2018-101511	11/21/2018	11/23/2018	Second Class	JE-15745	Joel Eaton	Consumer	United States	Newark	Ohio	43055	East	OFF-SU-10002189	Office Supplies	Supplies	Acme Rosewood Handle Letter Opener	15.88	5	0.2	-3.7715	19.6515
180	CA-2018-137225	12/15/2018	12/19/2018	Standard Class	JK-15640	Jim Kriz	Home Office	United States	New York City	New York	10009	East	OFF-AR-10001940	Office Supplies	Art	"Sanford Colorific Eraseable Coloring Pencils, 12 Count"	3.28	1	0	1.4104	1.8696
181	CA-2017-166191	12/5/2017	12/9/2017	Second Class	DK-13150	David Kendrick	Corporate	United States	Decatur	Illinois	62521	Central	OFF-ST-10003455	Office Supplies	Storage	"Tenex File Box, Personal Filing Tote with Lid, Black"	24.816	2	0.2	1.8612	22.9548
182	CA-2017-166191	12/5/2017	12/9/2017	Second Class	DK-13150	David Kendrick	Corporate	United States	Decatur	Illinois	62521	Central	TEC-AC-10004659	Technology	Accessories	Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB	408.744	7	0.2	76.6395	332.1045
183	CA-2017-158274	11/19/2017	11/24/2017	Second Class	RM-19675	Robert Marley	Home Office	United States	Monroe	Louisiana	71203	South	TEC-PH-10003273	Technology	Phones	AT&T TR1909W	503.96	4	0	131.0296	372.9304
184	CA-2017-158274	11/19/2017	11/24/2017	Second Class	RM-19675	Robert Marley	Home Office	United States	Monroe	Louisiana	71203	South	TEC-PH-10004896	Technology	Phones	Nokia Lumia 521 (T-Mobile)	149.95	5	0	41.986	107.964
185	CA-2017-158274	11/19/2017	11/24/2017	Second Class	RM-19675	Robert Marley	Home Office	United States	Monroe	Louisiana	71203	South	TEC-AC-10002345	Technology	Accessories	HP Standard 104 key PS/2 Keyboard	29	2	0	7.25	21.75
186	CA-2019-105018	11/28/2019	12/2/2019	Standard Class	SK-19990	Sally Knutson	Consumer	United States	Fairfield	Connecticut	6824	East	OFF-BI-10001890	Office Supplies	Binders	Avery Poly Binder Pockets	7.16	2	0	3.4368	3.7232
187	CA-2017-123260	8/26/2017	8/30/2017	Standard Class	FM-14290	Frank Merwin	Home Office	United States	Los Angeles	California	90032	West	TEC-AC-10002323	Technology	Accessories	SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card	176.8	8	0	22.984	153.816
188	CA-2019-157000	7/16/2019	7/22/2019	Standard Class	AM-10360	Alice McCarthy	Corporate	United States	Grand Prairie	Texas	75051	Central	OFF-ST-10001328	Office Supplies	Storage	"Personal Filing Tote with Lid, Black/Gray"	37.224	3	0.2	3.7224	33.5016
